KREIS;GEMEINDE;TYP;HERSTELLER;NABENHOEHE;ROTORDURCHMESSER;SCHALLLEISTUNGSPEGEL;LEISTUNG;LEISTUNGSBEZUG;OSTWERT;NORDWERT;GENEHMIGT_AM;INBETRIEBNAHME;STATUS;BST_NR;ANL_NR;AKTENZEICHEN;DATENDATUM;DATENQUELLE
Ostholstein;Schashagen;Nordex N133/4800;Nordex;125,4;133,2;Hz /dB(A) | 63/82 | 125/89 | 250/92,8 | 500/93,7 | 1000/94,2 | 2000/92,9 | 4000/88,6 | 8000/79,4 | SLP=100,3 dB(A);4800;kW Nennleist. Rotor.;624828;6001437;26.06.2023;;vor Inbetriebnahme;55037220884;0001;G20/2022/071;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Nordex N133/4800;Nordex;125,4;133,2;Hz /dB(A) | 63/79,7 | 125/86,7 | 250/90,6 | 500/91,4 | 1000/91,9 | 2000/90,6 | 4000/86,3 | 8000/77,1 | SLP=98 dB(A);4800;kW Nennleist. Rotor.;624984;6001134;26.06.2023;;vor Inbetriebnahme;55037220884;0002;G20/2022/072;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E 66/18.70, S.-Nr.1010;Enercon;65;70;103,0 dB(A);1800;kW Nennleist. Rotor.;623169;6000821;28.11.2001;13.09.2002;in Betrieb;55037486075;0001;G20/2001/018;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E 66/18.70, S-Nr.1020;Enercon;65;70;103,0 dB(A);1800;kW Nennleist. Rotor.;623603;6000958;28.11.2001;13.09.2002;in Betrieb;55037486075;0002;G20/2001/018;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E 66/18.70, S-Nr.1030;Enercon;65;70;103,0 dB(A);1800;kW Nennleist. Rotor.;623432;6001264;28.11.2001;05.09.2002;in Betrieb;55037486075;0003;G20/2001/018;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E 66/18.70, S-Nr.1040;Enercon;65;70;103,0 dB(A);1800;kW Nennleist. Rotor.;623879;6001412;28.11.2001;13.09.2002;in Betrieb;55037486075;0004;G20/2001/018;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E-66;Enercon;65;70;103,0 dB(A);1800;kW Nennleist. Rotor.;624853;6001282;23.01.2002;24.09.2002;in Betrieb;55037486076;0001;G20/2002/017;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Vestas V 66, S.Nr. V 14856;Vestas;67;66;107,2 dB(A),104,5 dB(A);1750;kW Nennleist. Rotor.;622075;6002724;21.02.2002;27.08.2002;in Betrieb;55037486077;0001;G20/2001/020;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Vestas V 66, S.Nr. V 14857;Vestas;67;66;107,2 dB(A),104,5 dB(A);1750;kW Nennleist. Rotor.;622360;6002715;21.02.2002;27.08.2002;in Betrieb;55037486077;0002;G20/2001/020;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Vestas V 66, S.Nr. V 14855;Vestas;67;66;107,2 dB(A),104,5 dB/(A);1750;kW Nennleist. Rotor.;622655;6002426;21.02.2002;26.08.2002;in Betrieb;55037486077;0003;G20/2001/020;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Vestas V 66, S.Nr. V 14854;Vestas;67;66;107,2 dB(A),104,5 dB(A);1750;kW Nennleist. Rotor.;622927;6002305;21.02.2002;21.08.2002;in Betrieb;55037486077;0004;G20/2001/020;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Vestas V 66, S.Nr. V 14853;Vestas;67;66;107,2 dB(A),104,5 dB(A);1750;kW Nennleist. Rotor.;622703;6002178;21.02.2002;04.09.2002;in Betrieb;55037486077;0005;G20/2001/020;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Nordex N 62, S-Nr.NX 1376;Nordex;69;62;105,0 dB(A);1300;kW Nennleist. Rotor.;621875;6002421;08.12.1998;20.12.2001;in Betrieb;55037486078;0002;82.886;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Nordex N 62, S-Nr.NX 1377;Nordex;69;62;105,0 dB(A);1300;kW Nennleist. Rotor.;622094;6002143;08.12.1998;28.12.2001;in Betrieb;55037486078;0003;82.886;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Nordex N 60, S-Nr.NX 1513;Nordex;69;60;105,0 dB(A);1300;kW Nennleist. Rotor.;621872;6002097;08.12.1998;01.10.2003;in Betrieb;55037486078;0005;82.886;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;DEWind D4, S-Nr.D 50225;DeWind;70;48;101,0 dB(A);600;kW Nennleist. Rotor.;622130;6002532;22.04.2002;01.10.2002;in Betrieb;55037486085;0001;83.199 II;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;DEWind D4, S-Nr.D 50224;DeWind;70;48;101,0 dB(A);600;kW Nennleist. Rotor.;622316;6002343;22.04.2002;01.10.2002;in Betrieb;55037486085;0002;83.199 II;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;DEWind D6, S-Nr.D 260043 ;DeWind;68;64;103,0 dB(A);1250;kW Nennleist. Rotor.;622432;6002140;25.04.2002;01.10.2002;in Betrieb;55037486085;0003;83.199;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E70 E4, S-Nr.784316;Enercon;64;71;104,5 dB(A)/100,9 dB(A);2300;kW Nennleist. Rotor.;622269;6002949;13.09.2013;18.02.2014;in Betrieb;55037900004;0001;G20/2013/046;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E 92, S-Nr.920387;Enercon;104;92;105,0 dB(A);2350;kW Nennleist. Rotor.;621536;6002029;05.03.2014;15.09.2015;in Betrieb;55037900007;0003;G20/2013/108;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E 92, S-Nr.920388;Enercon;104;92;105,0 dB(A);2350;kW Nennleist. Rotor.;621909;6001706;05.03.2014;24.09.2015;in Betrieb;55037900007;0004;G20/2013/109;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schönwalde am Bungsberg;Siemens SWT-3.0-113, S-Nr;Siemens;92,5;113;106,5 dB(A)/98,0 dB(A);3000;kW Nennleist. Rotor.;616585;6005019;31.08.2018;26.10.2019;in Betrieb;55038221900;0001;G20/2014/071;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schönwalde am Bungsberg;Senvion 3.4M 114;Senvion;93;114;107 dB(A)/103,5 dB(A);3400;kW Nennleist. Rotor.;619172;6004075;05.10.2016;27.09.2017;in Betrieb;55038221901;0001;G20/2015/067;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schönwalde am Bungsberg;Siemens SWT-3.0-113, S-Nr.3000-823-01;Siemens;92,5;113;106,5 dB(A);3000;kW Nennleist. Rotor.;616938;6005279;30.12.2013;13.12.2014;in Betrieb;55038900007;0001;G20/2013/099;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schönwalde am Bungsberg;Siemens SWT-3.0-113, S-Nr.3000-824-02;Siemens;92,5;113;106,5 dB(A);3000;kW Nennleist. Rotor.;617103;6004639;30.12.2013;07.11.2014;in Betrieb;55038900007;0002;G20/2013/100;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schönwalde am Bungsberg;Siemens SWT-3.0-113, S-Nr.3000-825-03;Siemens;92,5;113;106,5 dB(A);3000;kW Nennleist. Rotor.;617345;6005493;30.12.2013;03.12.2014;in Betrieb;55038900007;0003;G20/2013/101;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schönwalde am Bungsberg;Siemens SWT-3.0-113, S-Nr.3000-826-04;Siemens;92,5;113;106,5 dB(A);3000;kW Nennleist. Rotor.;617651;6005357;30.12.2013;14.11.2014;in Betrieb;55038900007;0004;G20/2013/102;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schönwalde am Bungsberg;Siemens SWT-3.0-113, S-Nr.3000-827-05;Siemens;92,5;113;106,5 dB(A);3000;kW Nennleist. Rotor.;617201;6005044;30.12.2013;04.12.2014;in Betrieb;55038900007;0005;G20/2013/103;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Vestas V162 EnVentus 7.2;Vestas;119;162;;7200;kW Nennleist. Rotor.;606386;5977383;;;im Gen.Verf.;55040224223;0001;G20/2023/081;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Vestas V162 EnVentus 7.2;Vestas;119;162;;7200;kW Nennleist. Rotor.;606489;5977688;;;im Gen.Verf.;55040224223;0002;G20/2023/082;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Senvion MM100, S-Nr. 100168;Senvion;100;100;106,8 dB(A);2000;kW Nennleist. Rotor.;602807;5975422;25.03.2015;18.12.2015;in Betrieb;55040493116;0003;G20/2013/092;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Enercon E-101;Enercon;99;101;106;3000;kW Nennleist. Rotor.;603682;5978217;09.03.2016;10.10.2016;in Betrieb;55040900018;0001;G30/2013/043;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Enercon E-101;Enercon;99;101;106;3000;kW Nennleist. Rotor.;603734;5977581;09.03.2016;10.10.2016;in Betrieb;55040900018;0003;G30/2013/044;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Enercon E-101;Enercon;99;101;106 / 102;3000;kW Nennleist. Rotor.;603193;5977886;09.03.2016;10.10.2016;in Betrieb;55040900018;0004;G30/2013/045;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Enercon E-101;Enercon;99;101;106;3000;kW Nennleist. Rotor.;603404;5977687;09.03.2016;24.10.2016;in Betrieb;55040900018;0005;G30/2013/046;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Enercon E-101;Enercon;99;101;106;3000;kW Nennleist. Rotor.;603800;5977908;09.03.2016;28.04.2017;in Betrieb;55040900019;0002;G30/2013/047;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Enercon E-101;Enercon;99;101;106 / 102;3000;kW Nennleist. Rotor.;602252;5977663;09.03.2016;27.12.2016;in Betrieb;55040900019;0008;G30/2013/048;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Enercon E-101;Enercon;99;101;106;3000;kW Nennleist. Rotor.;602162;5977330;09.03.2016;27.12.2016;in Betrieb;55040900019;0009;G30/2013/049;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Enercon E-101;Enercon;99;101;106;3000;kW Nennleist. Rotor.;602142;5977014;09.03.2016;24.11.2016;in Betrieb;55040900019;0010;G30/2013/050;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Enercon E-101;Enercon;99;101;106;3000;kW Nennleist. Rotor.;602219;5976723;09.03.2016;17.02.2017;in Betrieb;55040900019;0011;G30/2013/051;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Enercon E-101;Enercon;99;101;106 / 103;3000;kW Nennleist. Rotor.;602698;5977591;09.03.2016;29.12.2016;in Betrieb;55040900020;0006;G30/2013/052;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Stockelsdorf;Enercon E-101;Enercon;99;101;106;3000;kW Nennleist. Rotor.;602737;5977296;09.03.2016;29.12.2016;in Betrieb;55040900020;0007;G30/2013/053;10.10.2023;LfU SH, Abtl. 7
Segeberg;Pronstorf;Enercon E-101;Enercon;99;101;106;3000;kW Nennleist. Rotor.;601802;5977718;09.03.2016;28.12.2016;in Betrieb;55040900020;0012;G30/2013/054;10.10.2023;LfU SH, Abtl. 7
Segeberg;Pronstorf;Enercon E-101;Enercon;99;101;106;3000;kW Nennleist. Rotor.;601688;5977402;09.03.2016;29.12.2016;in Betrieb;55040900020;0013;G30/2013/055;10.10.2023;LfU SH, Abtl. 7
Segeberg;Pronstorf;Enercon E-101;Enercon;99;101;106;3000;kW Nennleist. Rotor.;601648;5977067;09.03.2016;29.12.2016;in Betrieb;55040900020;0014;G30/2013/056;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;GE Renewable Energy GE 5.5-158;GE General Electric;120,9;158;Hz /dB(A) | 63/87,2 | 125/92,6 | 250/97,2 | 500/99,7 | 1000/101,3 | 2000/99,1 | 4000/91,7 | 8000/76 | SLP=106 dB(A);5500;kW Nennleist. Rotor.;606556;5991795;04.08.2021;13.03.2023;in Betrieb;55041229748;0001;G20/2020/102;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;GE Renewable Energy GE 5.5-158;GE General Electric;120,9;158;Hz /dB(A) | 63/84 | 125/90,2 | 250/95,2 | 500/97,3 | 1000/97,8 | 2000/95,1 | 4000/88,4 | 8000/73,8 | SLP=103 dB(A);5500;kW Nennleist. Rotor.;607097;5991895;04.08.2021;29.03.2023;in Betrieb;55041229748;0002;G20/2020/103;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;GE Renewable Energy GE 5.5-158;GE General Electric;120,9;158;Hz /dB(A) | 63/87,2 | 125/92,6 | 250/97,2 | 500/99,7 | 1000/101,3 | 2000/99,1 | 4000/91,7 | 8000/76 | SLP=106 dB(A)	;5500;kW Nennleist. Rotor.;607330;5991494;04.08.2021;09.05.2023;in Betrieb;55041229748;0004;G20/2020/105;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;GE Renewable Energy GE 5.5-158;GE General Electric;120,9;158;Hz /dB(A) | 63/87,2 | 125/92,6 | 250/97,2 | 500/99,7 | 1000/101,3 | 2000/99,1 | 4000/91,7 | 8000/76 | SLP=106 dB(A)	;5500;kW Nennleist. Rotor.;606955;5990935;04.08.2021;09.06.2023;in Betrieb;55041229748;0005;G20/2020/106;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;GE Renewable Energy GE 5.5-158;GE General Electric;120,9;158;Hz /dB(A) | 63/87,2 | 125/92,6 | 250/97,2 | 500/99,7 | 1000/101,3 | 2000/99,1 | 4000/91,7 | 8000/76 | SLP=106 dB(A)	;5500;kW Nennleist. Rotor.;607614;5991141;04.08.2021;;vor Inbetriebnahme;55041229748;0006;G20/2020/107;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;GE Renewable Energy GE 5.5-158;GE General Electric;120,9;158;Hz /dB(A) | 63/84 | 125/90,2 | 250/95,2 | 500/97,3 | 1000/97,8 | 2000/95,1 | 4000/88,4 | 8000/73,8 | SLP=103 dB(A)	;5500;kW Nennleist. Rotor.;607418;5990784;04.08.2021;06.07.2023;in Betrieb;55041229748;0007;G20/2020/108;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;GE Renewable Energy GE 5.5-158;GE General Electric;120,9;158;Hz /dB(A) | 63/84 | 125/90,2 | 250/95,2 | 500/97,3 | 1000/97,8 | 2000/95,1 | 4000/88,4 | 8000/73,8 | SLP=103 dB(A);5500;kW Nennleist. Rotor.;608025;5990923;04.08.2021;28.06.2023;in Betrieb;55041229748;0008;G20/2020/109;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;GE Renewable Energy GE 5.5-158;GE General Electric;120,9;158;Hz /dB(A) | 63/84 | 125/90,2 | 250/95,2 | 500/97,3 | 1000/97,8 | 2000/95,1 | 4000/88,4 | 8000/73,8 | SLP=103 dB(A);5500;kW Nennleist. Rotor.;607098;5990474;04.08.2021;16.06.2023;in Betrieb;55041229748;0009;G20/2020/110;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;GE Renewable Energy GE 5.5-158;GE General Electric;120,9;158;Hz /dB(A) | 63/82,2 | 125/89 | 250/93,9 | 500/95,4 | 1000/95,2 | 2000/92,7 | 4000/86,9 | 8000/72,5 | SLP=101 dB(A);5500;kW Nennleist. Rotor.;607729;5990474;04.08.2021;03.06.2023;in Betrieb;55041229748;0010;G20/2020/111;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;GE Renewable Energy GE 5.5-158;GE General Electric;120,9;158;Hz /dB(A) | 63/81,6 | 125/88,4 | 250/93,1 | 500/94,3 | 1000/94 | 2000/91,7 | 4000/86,2 | 8000/71,8 | SLP=100 dB(A);5500;kW Nennleist. Rotor.;607625;5989978;04.08.2021;;vor Inbetriebnahme;55041229748;0011;G20/2020/112;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;Siemens SG 6.6-170;Siemens;115;170;HZ /dB(A) | 63/87,3 | 125/94,8 | 250/99,4 | 500/101,1 | 1000/100 | 2000/95,9 | 4000/89 | 8000/79,2 | SLP=106 dB(A);6600;kW Nennleist. Rotor.;605737;5992000;28.02.2023;;vor Inbetriebnahme;55041229749;0001;G20/2023/035;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;Siemens SG 6.6-170;Siemens;115;170;HZ /dB(A) | 63/87,3 | 125/94,8 | 250/99,4 | 500/101,1 | 1000/100 | 2000/95,9 | 4000/89 | 8000/79,2 | SLP=106 dB(A);6600;kW Nennleist. Rotor.;606048;5991731;28.02.2023;;vor Inbetriebnahme;55041229749;0002;G20/2023/036;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;GE Renewable Energy GE 5.5-158;GE General Electric;120,9;158;Hz /dB(A) | 63/87,2 | 125/92,6 | 250/97,2 | 500/99,7 | 1000/101,3 | 2000/99,1 | 4000/91,7 | 8000/76 | SLP=106 dB(A);5500;kW Nennleist. Rotor.;606825;5991392;04.05.2021;07.03.2023;in Betrieb;55041229750;0001;G20/2020/104;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;GE Renewable Energy GE 5.5-158;GE General Electric;120,9;158;Hz /dB(A) | 63/83,2 | 125/89,6 | 250/94,5 | 500/96,3 | 1000/96,6 | 2000/94 | 4000/87,6 | 8000/73,1 | SLP=102 dB(A)	;5500;kW Nennleist. Rotor.;607367;5989560;04.08.2021;;vor Inbetriebnahme;55041229752;0001;G20/2020/113;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;Tacke TW 600a, S-Nr.GE 78991365;Tacke;50;43;100,0 dB(A);600;kW Nennleist. Rotor.;607085;5992332;22.09.1994;08.06.1995;in Betrieb;55041492680;0003;79.168;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;Tacke TW 600a, S-Nr.GE 78991366;Tacke;50;43;100,0 dB(A);600;kW Nennleist. Rotor.;607298;5992154;22.09.1994;08.06.1995;in Betrieb;55041492680;0004;79.168;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Süsel;Enron Wind EN 1,5s, S-Nr.GE-15400749;Enron;64,5;70,5;105,0 dB(A);1500;kW Nennleist. Rotor.;607001;5991444;25.09.2001;29.08.1995;in Betrieb;55041492680;0005;83.107;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Enercon E70 E4, S-Nr.783101;Enercon;64;71;104,5 dB(A);2300;kW Nennleist. Rotor.;618579;6016141;18.11.2009;28.10.2010;in Betrieb;55043239165;0001;G20/2009/020;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Enercon E70 E4, S-Nr.783102;Enercon;64;71;104,5 dB(A);2300;kW Nennleist. Rotor.;618887;6016363;18.11.2009;02.11.2010;in Betrieb;55043239165;0002;G20/2009/021;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Vestas V136 4MW;Vestas;112;136;"u.V. nachts Hz /dB(A) | 63/84,6 | 125/92,1 | 250/96,7 | 500/98,5 | 1000/97,4 | 2000/93,4 | 4000/86,6 | 8000/76,9 | SLP=103,4 dB(A) ; Tags 105,6";4200;kW Nennleist. Rotor.;617706;6016109;;;im Gen.Verf.;55043239166;0001;G20/2023/026;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Enercon E 66/15.66;Enercon;67;66;102,7 dB(A);1500;kW Nennleist. Rotor.;618281;6016397;24.02.1999;25.11.1999;in Betrieb;55043480197;0001;82.774 E;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Enercon E 66/15.66;Enercon;67;66;102,7 dB(A);1500;kW Nennleist. Rotor.;619233;6016196;24.02.1999;29.11.1999;in Betrieb;55043480199;0001;82.774 E;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Enercon E 66/15.66;Enercon;67;66;102,7 dB(A);1500;kW Nennleist. Rotor.;619363;6015921;24.02.1999;29.11.1999;in Betrieb;55043480199;0002;82.774 E;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Senvion 3.2M-114;Senvion;93;114;Hz /dB(A) | 63/84,6 | 125/92,9 | 250/99,3 | 500/100,6 | 1000/98,7 | 2000/94,2 | 4000/87,4 | 8000/82,4 | SLP=105,2 dB(A);3200;kW Nennleist. Rotor.;617027;6015818;20.03.2019;21.06.2022;in Betrieb;55043900004;0001;G20/2013/121;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Senvion 3.2M-114;Senvion;93;114;Hz /dB(A) | 63/84,6 | 125/92,9 | 250/99,3 | 500/100,6 | 1000/98,7 | 2000/94,2 | 4000/87,4 | 8000/82,4 | SLP=105,2 dB(A);3200;kW Nennleist. Rotor.;617071;6015504;20.03.2019;09.06.2022;in Betrieb;55043900004;0002;G20/2013/122;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Senvion 3.2M-114;Senvion;93;114;Hz /dB(A) | 63/84,6 | 125/92,9 | 250/99,3 | 500/100,6 | 1000/98,7 | 2000/94,2 | 4000/87,4 | 8000/82,4 | SLP=105,2 dB(A);3200;kW Nennleist. Rotor.;617295;6016037;20.03.2019;10.05.2022;in Betrieb;55043900004;0003;G20/2013/123;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Senvion 3.2M-114;Senvion;93;114;Hz /dB(A) | 63/84,6 | 125/92,9 | 250/99,3 | 500/100,6 | 1000/98,7 | 2000/94,2 | 4000/87,4 | 8000/82,4 | SLP=105,2 dB(A);3200;kW Nennleist. Rotor.;617542;6015854;20.03.2019;04.06.2022;in Betrieb;55043900004;0004;G20/2013/124;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Senvion 3.2M-114;Senvion;93;114;Hz /dB(A) | 63/84,6 | 125/92,9 | 250/99,3 | 500/100,6 | 1000/98,7 | 2000/94,2 | 4000/87,4 | 8000/82,4 | SLP=105,2 dB(A);3200;kW Nennleist. Rotor.;617647;6015564;20.03.2019;14.06.2022;in Betrieb;55043900004;0005;G20/2013/125;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Senvion 3.2M-114;Senvion;93;114;Hz /dB(A) | 63/84,6 | 125/92,9 | 250/99,3 | 500/100,6 | 1000/98,7 | 2000/94,2 | 4000/87,4 | 8000/82,4 | SLP=105,2 dB(A);3200;kW Nennleist. Rotor.;617991;6016038;20.03.2019;16.05.2022;in Betrieb;55043900004;0006;G20/2013/126;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Wangels;Senvion 3.2M-114;Senvion;93;114;HZ /dB(A) | 63/80,9 | 125/89,2 | 250/95,6 | 500/96,9 | 1000/95 | 2000/90,5 | 4000/83,7 | 8000/78,7 | SLP=101,5 dB(A);3200;kW Nennleist. Rotor.;618116;6015754;20.03.2019;20.05.2022;in Betrieb;55043900004;0007;G20/2013/127;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V150-6.0;Vestas;105;150;u.V. Hz /dB(A) | 63/79 | 125/86,7 | 250/91,4 | 500/93,1 | 1000/92 | 2000/87,8 | 4000/80,7 | 8000/70,6 | SLP=98 dB(A);6000;kW Nennleist. Rotor.;606677;5985686;;;im Gen.Verf.;55044240406;0001;G20/2022/121;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V162-6.2;Vestas;119;162;u.V. Hz /dB(A) | 63/80,9 | 125/88,7 | 250/93,4 | 500/95,1 | 1000/94 | 2000/89,8 | 4000/82,8 | 8000/72,6 | SLP=100 dB(A);6200;kW Nennleist. Rotor.;607820;5985373;;;im Gen.Verf.;55044240406;0002;G20/2022/122;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V162-6.2;Vestas;119;162;u.V. Hz /dB(A) | 63/82,9 | 125/90,6 | 250/95,4 | 500/97,1 | 1000/96 | 2000/91,9 | 4000/84,8 | 8000/74,7 | SLP=102 dB(A);6200;kW Nennleist. Rotor.;608252;5985058;;;im Gen.Verf.;55044240406;0003;G20/2022/123;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V150-6.0;Vestas;105;150;u.V. Hz /dB(A) | 63/82,9 | 125/90,6 | 250/95,4 | 500/97,1 | 1000/96 | 2000/91,9 | 4000/84,8 | 8000/74,7 | SLP=102 dB(A);6000;kW Nennleist. Rotor.;608325;5985420;;;im Gen.Verf.;55044240406;0004;G20/2022/124;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V162-6.2;Vestas;119;162;u.V. Hz /dB(A) | 63/86,1 | 125/93,6 | 250/98,2 | 500/99,9 | 1000/98,8 | 2000/94,7 | 4000/87,8 | 8000/78 | SLP=104,8 dB(A);6200;kW Nennleist. Rotor.;608676;5985222;;;im Gen.Verf.;55044240406;0005;G20/2022/125;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V162-6.2;Vestas;119;162;u.V. Hz /dB(A) | 63/86,1 | 125/93,6 | 250/98,2 | 500/99,9 | 1000/98,8 | 2000/94,7 | 4000/87,8 | 8000/78 | SLP=104,8 dB(A);6200;kW Nennleist. Rotor.;608821;5985700;;;im Gen.Verf.;55044240406;0006;G20/2022/126;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V162-6.2;Vestas;119;162;u.V. Hz /dB(A) | 63/86,1 | 125/93,6 | 250/98,2 | 500/99,9 | 1000/98,8 | 2000/94,7 | 4000/87,8 | 8000/78 | SLP=104,8 dB(A);6200;kW Nennleist. Rotor.;609249;5985230;;;im Gen.Verf.;55044240406;0007;G20/2022/127;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V 66, S-Nr.V 11206;Vestas;67;66;102,8 dB(A);1650;kW Nennleist. Rotor.;609021;5984958;07.02.2000;14.09.2000;in Betrieb;55044493032;0001;80.661;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V 66, S-Nr.V 11207;Vestas;67;66;102,8 dB(A);1650;kW Nennleist. Rotor.;609162;5985187;07.02.2000;13.09.2000;in Betrieb;55044493032;0002;80.661;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V 66, S-Nr.V 11208;Vestas;67;66;102,8 dB(A);1650;kW Nennleist. Rotor.;609228;5985693;07.02.2000;13.09.2000;in Betrieb;55044493032;0003;80.661;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V 66, S-Nr.V 11209;Vestas;67;66;102,8 dB(A);1650;kW Nennleist. Rotor.;608608;5985849;07.02.2000;18.09.2000;in Betrieb;55044493032;0004;80.661;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V 66, S-Nr.V 11210;Vestas;67;66;102,8 dB(A);1650;kW Nennleist. Rotor.;608152;5985668;07.02.2000;21.09.2000;in Betrieb;55044493032;0005;80.661;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Vestas V 66, S-Nr.V 11211;Vestas;67;66;102,8 dB(A);1650;kW Nennleist. Rotor.;607997;5985339;07.02.2000;19.09.2000;in Betrieb;55044493032;0006;80.661;10.10.2023;LfU SH, Abtl. 7
